GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;VOCE_ESTA_AQUI;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS;PERIODICIDADE_ATUALIZACAO_PORTAL;FREQUENCIA_ATUALIZACAO_PORTAL;HORARIO_ATUALIZACAO_PORTAL
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Ano;;sim;não;não;;;armazém SIAFI;Ano de exercício;Período Contábil ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Órgão;;não;sim;sim;Nome da unidade orçamentária que planejou a despesa;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Função;;não;não;sim;Áreas de atuação do setor público nas quais são gastos os recursos, tais como saúde, educação, administração, transportes, etc.;;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Subfunção;;não;não;sim;Identifica a natureza básica das ações que se aglutinam em torno das funções.;;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Programa;;não;não;sim;Conjunto de ações para atender um problema ou demanda da sociedade.;;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Ação;;não;sim;sim;Conjunto de operações das quais resulta a entrega de um produto (bem, serviço ou transferência financeira) que contribui para atender ao objetivo de um programa.;-;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Grupo;;não;não;sim;Classificação da despesa que agrega elementos de despesa quanto ao objeto do gasto (pessoal, juros, amortização da dívida, investimentos, etc.).;-;armazém SIAFI;Grupo Despesa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Modalidade de Aplicação;;não;não;sim;Indica se os recursos são aplicados diretamente por órgãos ou entidades no âmbito da mesma esfera de Governo ou por outro ente da Federação.;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Indicador de Ação Governamental;;não;não;sim;O Indicador de Ação Governamental (IGA) indica o tipo de acompanhamento que é feito da ação: geral ou intensivo;-;armazém SIAFI;Indicador Orçamento - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Fonte de Recurso;;não;não;sim;Indica a origem do dinheiro arrecadado. Combina a origem do dinheiro às despesas orçamentárias. Esta vinculação visa demonstrar o montante de dinheiro que já está comprometido com o atendimento de determinadas finalidades, e aquele que pode ser livremente alocado.;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Indicador de Procedência e Uso;;não;não;sim;Identifica a origem e a utilização dos recursos. Ex.: se os recursos são para livre utilização, se foram transferidos de outra unidade orçamentária, se são para contrapartida a convênios, etc.;-;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Crédito Suplementar;;não;sim;sim;Valor monetário suplementado ao orçamento, destinado ao reforço de dotação já existente na Lei Orçamentária anual;-;armazém SIAFI;Valor Suplementação;Execução Orçamentária da Despesa >> Alteração Orçamentária ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Crédito Extraordinário;;não;sim;sim;Valor monetário suplementado ao orçamento, destinado ao atendimento de despesas urgentes e imprevisíveis, como em caso de guerra, comoção interna ou calamidade pública;-;armazém SIAFI;Valor Crédito Extraordinário;Execução Orçamentária da Despesa >> Alteração Orçamentária ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Crédito Especial;;não;sim;sim;Valor monetário suplementado ao orçamento, destinado a despesas para as quais não haja dotação orçamentária específica na Lei Orçamentária Anual;-;armazém SIAFI;Valor crédito Especial;Execução Orçamentária da Despesa >> Alteração Orçamentária ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Data do Decreto;;não;não;não;;-;armazém SIAFI;Data Registro Doc AlterOrçam;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Decreto - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Número do Decreto de Alteração;;não;sim;não;;-;armazém SIAFI;Decreto Alteração Orçamentária;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Dados da Alteração Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Ano;;não;não;não;;-;armazém SIAFI;Ano de exercício;Período Contábil ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Unidade Orçamentária;;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Unidade Orçamentária;;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Função;;não;não;não;;-;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Função;;não;não;não;;-;armazém SIAFI;Função - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Subfunção;;não;não;não;;-;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Subfunção;;não;não;não;;-;armazém SIAFI;Subfunção - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Programa;;não;não;não;;-;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Programa;;não;não;não;;-;armazém SIAFI;Programa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Ação;;não;não;não;;-;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Ação;;não;não;não;;;armazém SIAFI;Projeto Atividade  - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Grupo de Despesa;;não;não;não;;;armazém SIAFI;Grupo Despesa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Grupo de Despesa;;não;não;não;;;armazém SIAFI;Grupo Despesa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Modalidade de Aplicação;;não;não;não;;;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Modalidade de Aplicação;;não;não;não;;;armazém SIAFI;Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Indicador de Ação Governamental;;não;não;não;;;armazém SIAFI;Indicador Orçamento - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Indicador de Ação Governamental;;não;não;não;;;armazém SIAFI;Indicador Orçamento - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Fonte de Recurso;;não;não;não;;;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Fonte de Recurso;;não;não;não;;;armazém SIAFI;Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Indicador de Procedência e Uso;;não;não;não;;;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Indicador de Procedência e Uso;;não;não;não;;;armazém SIAFI;Procedência - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Data de Registro;;não;não;não;;;armazém SIAFI;Data Registro Doc AlterOrçam;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Decreto de Alteração;;não;não;não;;;armazém SIAFI;Decreto Alteração Orçamentária;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Categoria da Despesa;;não;não;não;;;armazém SIAFI;Categoria Econ Desp Destino - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Natureza da Despesa de Destino;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Código Categoria da Despesa;;não;não;não;;;armazém SIAFI;Categoria Econ Desp Destino - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Natureza da Despesa de Destino;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Crédito Adicional Descrição;;não;não;não;;;armazém SIAFI;Crédito Adicional - Descrição;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Valor Remanejado Suplementação;;;;;;;armazém SIAFI;;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Ano;;não;não;não;;-;armazém SIAFI;Ano de exercício;Período Contábil ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Unidade Orçamentária;;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Unidade Orçamentária;;não;não;não;;-;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Função;;não;não;não;;-;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Função;;não;não;não;;-;armazém SIAFI;Função - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Subfunção;;não;não;não;;-;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Subfunção;;não;não;não;;-;armazém SIAFI;Subfunção - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Programa;;não;não;não;;-;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Programa;;não;não;não;;-;armazém SIAFI;Programa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Ação;;não;não;não;;-;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Ação;;não;não;não;;;armazém SIAFI;Projeto Atividade  - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Grupo de Despesa;;não;não;não;;;armazém SIAFI;Grupo Despesa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Grupo de Despesa;;não;não;não;;;armazém SIAFI;Grupo Despesa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Modalidade de Aplicação;;não;não;não;;;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Modalidade de Aplicação;;não;não;não;;;armazém SIAFI;Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Indicador de Ação Governamental;;não;não;não;;;armazém SIAFI;Indicador Orçamento - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Indicador de Ação Governamental;;não;não;não;;;armazém SIAFI;Indicador Orçamento - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Fonte de Recurso;;não;não;não;;;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Fonte de Recurso;;não;não;não;;;armazém SIAFI;Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Indicador de Procedência e Uso;;não;não;não;;;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Indicador de Procedência e Uso;;não;não;não;;;armazém SIAFI;Procedência - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Data de Registro;;não;não;não;;;armazém SIAFI;Data Registro Doc AlterOrçam;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Decreto de Alteração;;não;não;não;;;armazém SIAFI;Decreto Alteração Orçamentária;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Categoria da Despesa;;;;;;;armazém SIAFI;Categoria Econ Desp Origem - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Natureza da Despesa de Origem;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Código Categoria da Despesa;;;;;;;armazém SIAFI;Categoria Econ Desp Origem - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Natureza da Despesa de Origem;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Crédito Adicional Descrição;;não;não;não;;;armazém SIAFI;Crédito Adicional - Descrição;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Valor Anulação de Crédito;;não;não;não;;;armazém SIAFI;;;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Ano;;sim;não;não;;;armazém SIAFI;Ano de exercício;Período Contábil ;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Órgão;;sim;não;não;;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Função;;sim;não;não;;;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Subfunção;;sim;não;não;;;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Programa;;sim;não;não;;;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;;Diária;Incremental;Diária
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Ação;;sim;não;não;;-;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;;Diária;Incremental;Diária
